vehicle_type,engine_capacity_cc,oil_filter_change_date,current_date,oil_filter_age_days,km_after_change,road_type,load_type,avg_oil_temperature,oil_viscosity_index,engine_rpm_avg,idling_percentage,ambient_temperature,fuel_type,driving_style,oil_filter_condition
LCV,6380,2023-08-14,2024-02-15,185,20125,offroad,light,84.64165211646247,86.25977031632405,1365,6,10.428260968254097,Diesel,normal,Orange
Bus,7486,2024-02-10,2024-06-05,116,22382,offroad,medium,107.91839233979938,52.77320038703089,3436,24,16.467575799809467,Diesel,aggressive,Orange
LCV,5335,2023-04-16,2024-02-16,306,43260,offroad,light,107.97532109575961,31.257810433443744,3796,28,14.953561067831593,Diesel,normal,Red
SUV,5730,2023-07-13,2024-02-20,222,29727,offroad,medium,70.56188665115172,51.1410828266208,3251,21,26.71698246998333,CNG,normal,Orange
LCV,5647,2024-07-12,2024-12-14,155,8953,mixed,medium,74.06443755076596,44.35671066331111,1848,34,36.458619302026605,CNG,aggressive,Yellow
SUV,3142,2023-11-23,2024-09-10,292,30597,mixed,heavy,77.2302933746363,90.31360759538396,3258,32,24.455416080348222,Diesel,normal,Dark-Orange
Truck,6029,2024-04-05,2024-07-02,88,11632,city,medium,112.37402184709963,59.83982035345286,3323,24,13.093446339519186,Diesel,aggressive,Yellow
SUV,6572,2023-12-13,2024-05-12,151,11184,offroad,light,123.06826276017176,23.41134725448061,1815,13,31.165458279935372,Diesel,normal,Orange
SUV,5318,2024-02-28,2024-12-14,290,8805,city,heavy,86.33613138838759,20.756380045845066,3311,34,42.27966222645297,Petrol,calm,Red
Truck,6002,2023-09-24,2024-02-19,148,2997,mixed,heavy,70.27393640147723,49.720560205823574,2024,16,35.23061942900747,CNG,normal,Yellow
Bus,5031,2023-04-15,2024-05-17,398,47298,highway,heavy,82.60763720906749,57.84390401273802,3252,33,20.07802177531147,CNG,calm,Red
Hatchback,2700,2023-03-01,2024-02-14,350,24390,mixed,light,96.916176414988,27.206742993949717,2503,17,38.18007784245951,Diesel,aggressive,Red
SUV,5786,2023-09-29,2024-01-11,104,17438,highway,light,114.21335030841894,42.19738218360931,3733,37,31.269610828258553,CNG,calm,Yellow
Sedan,3893,2024-04-06,2024-12-26,264,52654,highway,medium,91.70322588803612,83.21427739200982,2356,9,24.078970795686484,Petrol,aggressive,Orange
SUV,5583,2023-07-22,2024-03-19,241,32839,offroad,light,101.05845324950765,97.73718140838116,1781,10,43.21256730172605,Petrol,normal,Orange
LCV,1234,2023-10-28,2024-09-08,316,4872,highway,heavy,120.36097555437136,98.60581388122189,1684,19,20.465711840740177,CNG,aggressive,Red
SUV,6127,2023-05-04,2024-05-09,371,62889,mixed,medium,112.41664624895,75.39265972385353,3794,39,14.547617323894737,Petrol,aggressive,Red
Hatchback,3965,2024-01-24,2024-11-01,282,35417,city,heavy,76.5829498538251,89.21998374315562,1929,16,43.88813423089925,CNG,normal,Dark-Orange
Sedan,7093,2024-10-10,2024-11-17,38,901,offroad,heavy,106.89937981285877,94.645035912879,1806,27,28.93636190725356,Petrol,calm,Light-Green
Hatchback,2092,2023-07-14,2024-05-20,311,24523,highway,medium,98.05799987848843,83.73692208595484,3085,15,28.493237379702215,Petrol,normal,Dark-Orange
Hatchback,3235,2023-12-11,2024-03-02,82,12509,city,heavy,115.54548238110173,54.28340946261546,2669,30,11.733192664554956,CNG,normal,Light-Green
Truck,2772,2024-08-06,2024-11-22,108,16762,city,medium,101.39237843461086,52.42226302151013,3424,19,34.2434893676718,CNG,aggressive,Yellow
LCV,1553,2023-10-17,2024-10-11,360,34185,mixed,light,100.00686979944253,99.11887716649872,1865,14,44.842501042865266,CNG,normal,Red
Hatchback,5918,2024-08-06,2024-10-04,59,11700,highway,medium,73.19442312627233,41.27278769595403,3477,23,11.537009475819225,Diesel,aggressive,Light-Green
SUV,7600,2023-12-16,2024-10-04,293,5946,city,light,129.25137008829597,59.19722026076785,2621,17,34.25215219251149,Petrol,normal,Dark-Orange
Sedan,1436,2023-10-04,2024-10-07,369,18521,offroad,medium,87.27987060480956,49.03994299722824,2845,25,40.953525774452174,CNG,calm,Red
Truck,6466,2024-01-21,2024-02-11,21,3323,offroad,heavy,106.53410449656354,35.998217446020774,3503,23,11.389895278157363,Diesel,normal,Light-Green
Truck,4914,2024-01-10,2024-07-03,175,12872,highway,heavy,81.58580670991243,98.74401728952458,1916,19,38.49007769016222,CNG,normal,Yellow
Hatchback,7866,2023-09-16,2024-09-26,376,25189,offroad,medium,89.22752625621027,93.21127145708765,3949,24,20.050271523081356,Diesel,aggressive,Red
Hatchback,2996,2024-04-20,2024-11-21,215,29806,highway,medium,115.74066514987209,27.638042742677555,2689,16,18.018910118705094,CNG,normal,Orange
Hatchback,5718,2024-05-11,2024-06-16,36,1201,highway,heavy,92.75121546012915,95.44465411597587,3812,10,31.95642509862507,Petrol,aggressive,Yellow
LCV,6596,2024-01-04,2024-06-21,169,3305,mixed,light,102.83222864246414,87.38398177272325,2418,25,32.62235935620444,CNG,calm,Yellow
Truck,1932,2023-07-29,2024-07-06,343,8894,city,light,75.73355761805287,86.47530336957918,1407,38,37.794133074090524,CNG,aggressive,Red
Hatchback,1407,2024-02-05,2024-06-13,129,21393,highway,light,123.87865047165351,82.80631779600505,3272,6,29.789577196933585,Petrol,normal,Yellow
Truck,6453,2023-10-26,2024-03-03,129,17501,city,medium,119.20491663174083,22.940489465431337,3549,24,23.40329863417005,Diesel,normal,Orange
LCV,6332,2023-04-10,2024-04-05,361,64335,offroad,light,70.33136193599368,29.92537716593081,2385,24,44.60233754019649,Diesel,aggressive,Red
Sedan,1512,2023-07-22,2024-03-17,239,38268,mixed,medium,104.79620249434993,25.22591861928199,2510,39,12.370810815721718,CNG,calm,Orange
Bus,5984,2024-09-15,2024-12-15,91,15724,highway,heavy,88.94199757197808,85.93242581092758,2113,19,12.49408884198495,Diesel,normal,Yellow
LCV,4384,2024-05-09,2024-08-08,91,16739,mixed,light,125.34261729917554,83.62680281232278,2831,7,37.48801216935685,Petrol,calm,Yellow
Truck,3763,2023-12-05,2024-05-25,172,24080,offroad,heavy,80.41913564891962,34.11281749341597,1860,17,19.894399564518977,Petrol,aggressive,Orange
LCV,6326,2024-07-09,2024-10-25,108,3555,highway,medium,106.58970587532116,50.77407386687579,2598,16,38.55224005048197,Diesel,aggressive,Yellow
Bus,2630,2023-11-02,2024-01-07,66,11115,city,heavy,102.11640642406604,36.69819929373166,3379,12,30.60798113058303,Diesel,normal,Yellow
Truck,5870,2023-02-07,2024-02-22,380,57759,highway,light,80.53024426018449,66.44755003310334,3103,29,40.94188873353238,CNG,aggressive,Red
LCV,3578,2023-10-17,2024-01-23,98,10511,offroad,light,94.23555348302077,59.225755258688466,1951,19,27.881835573284434,CNG,aggressive,Yellow
Truck,3430,2023-09-25,2024-03-20,177,20486,highway,light,98.48661223159375,22.78672743374181,1515,6,41.915073057878494,CNG,calm,Yellow
LCV,1830,2023-03-28,2024-04-02,371,39589,city,heavy,100.36128245539176,34.02669147443498,3558,23,17.052539693032085,CNG,aggressive,Red
Sedan,2182,2023-12-14,2024-06-10,179,32267,mixed,light,71.49581151172227,69.84003419040485,1295,35,11.46659349230162,Diesel,aggressive,Yellow
SUV,4518,2024-06-22,2024-11-01,132,13216,city,heavy,115.30879463835416,65.89516929572511,3827,13,10.964228996377024,Petrol,normal,Orange
Bus,7562,2023-09-15,2024-01-26,133,6420,mixed,medium,75.14018283477044,83.14603625058567,2234,15,36.03905568111458,Petrol,aggressive,Yellow
Truck,3208,2024-03-23,2024-12-12,264,40632,city,heavy,125.69625023681358,26.17387378802497,2307,8,25.871710690057213,Petrol,calm,Dark-Orange
SUV,6434,2023-01-24,2024-02-25,397,26434,offroad,heavy,106.02529713886193,76.2206405487049,2586,21,24.901512555977888,CNG,aggressive,Red
Bus,2428,2024-10-27,2024-12-05,39,7371,offroad,medium,107.13408399147198,50.07225309502091,2865,7,20.60650107437431,Petrol,aggressive,Light-Green
Bus,5629,2023-12-06,2024-09-19,288,51079,city,heavy,96.16776942200525,20.449564128845743,2138,17,23.368134956324717,Diesel,calm,Dark-Orange
SUV,3110,2023-05-25,2024-03-19,299,4960,highway,light,103.42287863818913,43.08729395557593,3358,6,42.83512716431105,Diesel,calm,Dark-Orange
Sedan,5083,2023-06-28,2024-01-12,198,18234,highway,heavy,80.98627637686263,57.468438590186146,1276,32,15.668197992975688,Diesel,aggressive,Orange
Truck,7848,2024-02-23,2024-06-13,111,19665,offroad,medium,127.69612716719826,70.55249286247373,2082,15,12.207259547202673,CNG,calm,Yellow
Sedan,6995,2023-07-28,2024-06-06,314,14495,highway,medium,110.32830511163223,43.42435220871327,3282,25,19.59973541510378,CNG,calm,Dark-Orange
Sedan,3660,2023-09-20,2024-06-21,275,47161,offroad,medium,122.73427614466686,22.221534274371724,3786,24,19.91390536561645,Diesel,normal,Red
SUV,4317,2023-10-20,2024-10-24,370,41385,offroad,medium,99.55483954202147,37.15514849477832,3860,11,12.046730602657416,CNG,aggressive,Red
Truck,1920,2024-04-06,2024-09-23,170,33776,city,heavy,120.82914188668805,26.912020385881547,1323,16,14.43770335428713,Diesel,aggressive,Orange
LCV,3213,2024-03-15,2024-10-10,209,25336,offroad,heavy,107.54551211327842,61.39449330459961,1328,24,14.895395542695729,Petrol,aggressive,Dark-Orange
Bus,3975,2024-02-11,2024-04-21,70,7000,city,medium,121.03703678057634,64.43199511052873,1848,5,11.069701206842524,Diesel,aggressive,Light-Green
LCV,1397,2024-10-08,2024-10-22,14,225,highway,medium,114.65609673077967,61.32266529034571,3366,33,15.873673916861028,Petrol,aggressive,Light-Green
Bus,4006,2023-11-22,2024-10-23,336,28486,city,light,99.66178882446533,89.53443541058523,2169,22,18.470722506157326,Petrol,normal,Red
LCV,2522,2024-11-26,2024-12-15,19,801,city,heavy,85.14701019618091,67.62685407408517,2543,21,33.59618889546658,CNG,calm,Green
Sedan,1233,2023-04-03,2024-04-06,369,8799,city,light,75.35783833952377,83.92798701100048,3750,27,44.33089265606983,CNG,normal,Red
Sedan,4116,2023-11-09,2024-07-27,261,14647,highway,heavy,120.30302656233114,56.09510010407982,2555,17,10.312476191851424,CNG,normal,Orange
LCV,2657,2024-02-11,2024-08-16,187,32073,highway,heavy,96.14712489071948,44.346325861532215,2409,12,37.26930462734588,Diesel,aggressive,Orange
SUV,2240,2024-05-05,2024-06-19,45,4506,offroad,light,74.59914827123151,55.46605784584671,3665,36,39.167643936083934,CNG,calm,Light-Green
Hatchback,5828,2023-10-28,2024-08-15,292,35377,city,light,94.19894965640461,50.464653769875824,3034,14,14.775537958380097,Petrol,calm,Dark-Orange
Bus,3272,2024-03-20,2024-04-21,32,3834,highway,medium,98.88967477946572,37.566294671591756,1542,38,19.73230140529168,CNG,normal,Light-Green
Sedan,3394,2024-02-18,2024-04-17,59,4944,highway,heavy,112.59337014368265,53.65459515423013,3991,14,43.659636676240446,CNG,calm,Yellow
Sedan,7939,2023-06-17,2024-05-10,328,13254,highway,medium,77.74424453934282,60.24556807970466,3833,30,15.058066870765796,CNG,aggressive,Dark-Orange
Truck,2847,2024-02-11,2024-12-25,318,62570,city,heavy,85.96019736757401,86.64448912839151,1804,28,21.980453847707253,Diesel,normal,Dark-Orange
LCV,3025,2023-08-17,2024-07-18,336,25513,offroad,medium,71.71664195144508,43.55737175965587,1373,11,28.51724041024104,CNG,aggressive,Red
LCV,5384,2023-06-25,2024-04-23,303,29067,offroad,light,97.49033138596394,85.70070251120785,1541,25,30.6041794869222,Petrol,normal,Dark-Orange
SUV,4634,2023-02-21,2024-01-27,340,23394,city,heavy,76.25961468647179,21.168985358495675,3839,30,11.27926721430721,Diesel,normal,Red
SUV,1385,2023-11-13,2024-08-27,288,21079,city,heavy,106.50706158404222,70.04844541516225,1528,26,31.793540739802904,Diesel,calm,Dark-Orange
Hatchback,2648,2023-05-05,2024-06-06,398,43459,city,light,73.10456562614156,58.24289478171263,3978,15,16.9332535456531,CNG,aggressive,Red
SUV,3515,2023-10-05,2024-02-24,142,6371,city,medium,106.04275003582387,39.69201786052576,1620,9,37.334839338294316,CNG,aggressive,Yellow
Bus,1658,2024-03-28,2024-09-18,174,30287,offroad,medium,119.28986455820811,56.56047050910409,1713,18,16.62251257244779,Petrol,normal,Yellow
Bus,6412,2024-04-23,2024-06-27,65,6792,city,heavy,76.821161751443,41.67272386156597,2167,27,41.548455348718555,Petrol,calm,Light-Green
LCV,6120,2023-12-29,2024-08-10,225,16285,mixed,light,84.72160146097958,76.05183904767452,3229,36,15.011306285173594,CNG,aggressive,Orange
Truck,2746,2024-01-14,2024-12-05,326,38685,city,light,114.15495543714346,43.87289908938391,3001,18,12.629864498855854,Petrol,aggressive,Red
Hatchback,5419,2023-11-03,2024-08-17,288,43026,city,heavy,106.73850586976114,73.01042656171339,2825,33,36.68727153217688,Diesel,aggressive,Dark-Orange
SUV,5565,2023-05-11,2024-05-19,374,59144,offroad,light,117.07522697138394,79.30503107089098,2997,13,31.764828310451907,Diesel,normal,Red
Sedan,2714,2024-09-02,2024-12-15,104,3391,highway,light,128.08480050924774,93.79234851767714,2918,37,25.52159520107488,Petrol,normal,Yellow
Bus,1417,2024-07-22,2024-12-20,151,22230,highway,heavy,109.93227659488613,68.1415339071286,2956,6,24.844582016568992,Diesel,normal,Yellow
Hatchback,2979,2024-02-28,2024-06-06,99,17507,city,heavy,107.09886393394748,36.676009281702235,2780,36,12.09911741805129,Petrol,calm,Yellow
SUV,2817,2023-11-29,2024-01-06,38,2436,offroad,medium,101.5110747297121,88.26574158410226,3707,17,28.716900101671936,Petrol,aggressive,Yellow
Truck,4780,2023-11-23,2024-06-19,209,8996,mixed,heavy,118.72305880658064,85.98250205060529,1778,9,43.69339021196049,CNG,normal,Orange
LCV,5235,2024-03-09,2024-08-19,163,17756,city,heavy,76.9532241627738,54.402193676476145,3661,13,32.20882257405318,Diesel,calm,Yellow
Hatchback,4612,2023-06-18,2024-03-06,262,47009,city,light,77.68892794477493,87.16247112410463,2784,36,10.938387533808408,Diesel,aggressive,Orange
Truck,6171,2024-01-20,2024-05-09,110,13361,offroad,medium,116.920661381027,29.415730662674477,2566,38,42.612461778201364,Diesel,aggressive,Orange
Sedan,3040,2023-08-02,2024-02-17,199,22956,city,light,126.14206087892464,87.09166686025182,3483,37,38.85350631985922,Diesel,normal,Orange
SUV,6674,2023-10-24,2024-07-24,274,22680,highway,light,120.7318846192008,89.76663783965869,3831,38,16.12747275112774,Petrol,normal,Dark-Orange
Bus,4339,2023-03-06,2024-02-20,351,15164,highway,light,79.80497157632281,65.76164996693576,1476,7,35.84150247375668,Diesel,aggressive,Red
Hatchback,3137,2023-06-27,2024-02-06,224,25169,mixed,light,74.38082990080447,95.57318777872057,2517,19,17.420257120773144,Petrol,normal,Orange
Hatchback,2662,2023-11-23,2024-09-14,296,16703,mixed,heavy,85.12361576748836,68.54871126179896,2650,28,22.67083065923471,Diesel,aggressive,Dark-Orange
Hatchback,5248,2024-01-14,2024-05-01,108,7419,offroad,light,105.38587759344668,57.050727669254364,1461,30,10.002134642415024,Diesel,normal,Yellow
Sedan,6572,2024-04-18,2024-10-26,191,15235,city,light,116.70165485054784,40.76649491356168,1348,5,26.5124687687108,CNG,aggressive,Orange
Hatchback,5581,2024-07-08,2024-11-20,135,13517,mixed,medium,115.91922283305479,22.949139299513188,1424,37,31.42333415046268,Diesel,aggressive,Orange
Truck,2449,2024-03-06,2024-08-16,163,20844,offroad,heavy,100.47593243302,48.66528061781186,3072,35,25.308540929268524,Diesel,aggressive,Orange
Sedan,6807,2024-09-17,2024-12-09,83,11090,highway,medium,117.5011982859086,83.04350490607168,1481,13,16.740084657372098,CNG,aggressive,Light-Green
LCV,7802,2023-04-19,2024-04-25,372,7569,highway,medium,75.4563446842555,60.83658325862486,3244,6,40.48901011273222,Diesel,aggressive,Red
SUV,5743,2024-01-20,2024-05-10,111,1288,highway,light,108.67644699831979,89.09003021262507,3372,28,17.97141426646099,CNG,normal,Yellow
LCV,2995,2023-05-27,2024-06-18,388,5797,mixed,light,84.99687921718976,66.07950141401967,3681,18,40.77437161803485,CNG,calm,Red
Hatchback,3096,2024-01-02,2024-06-05,155,23033,city,medium,123.05465883703101,34.18559086118015,3120,13,23.31600752926059,Petrol,aggressive,Orange
SUV,7996,2023-12-08,2024-02-19,73,13726,mixed,medium,101.9402880777414,59.72733475722492,2065,38,29.87634829829893,CNG,aggressive,Light-Green
Sedan,7842,2023-12-19,2024-05-03,136,3586,highway,medium,120.51196160139061,22.040402712178178,2310,19,31.21067072079202,CNG,normal,Yellow
Truck,5437,2023-04-08,2024-02-09,307,6563,highway,medium,116.67081047857448,24.01214174322022,2320,17,21.78348905910388,CNG,normal,Dark-Orange
Bus,5547,2023-08-20,2024-04-23,247,26726,city,heavy,119.83115613290866,26.212890548893732,2268,15,44.79157821923202,CNG,calm,Dark-Orange
Truck,1840,2024-03-25,2024-04-05,11,430,offroad,light,70.34540588411129,33.10084719469886,3301,39,35.30127142443162,CNG,normal,Light-Green
SUV,7695,2024-04-04,2024-09-27,176,4304,highway,light,118.80520240075097,48.307798200768595,3895,15,23.35840518827107,CNG,normal,Yellow
SUV,2283,2024-04-23,2024-12-28,249,38691,offroad,medium,92.16415864330793,61.016200997606084,3083,12,14.202017525539716,Petrol,normal,Orange
Sedan,2595,2024-03-01,2024-11-24,268,50073,city,light,128.29347660289793,61.59614729106909,3454,21,13.691832072391668,Diesel,aggressive,Dark-Orange
SUV,7910,2023-06-02,2024-04-04,307,3525,city,medium,74.79354046777422,92.41077631593858,3715,11,37.996593207436334,Diesel,calm,Dark-Orange
LCV,5128,2024-06-30,2024-08-08,39,5679,city,medium,112.5662632919477,73.55272117065371,3062,32,17.03908702703393,Diesel,normal,Light-Green
SUV,4382,2024-04-28,2024-12-14,230,37935,offroad,heavy,128.87019079889768,85.69494422777035,2346,25,16.40160497934789,Diesel,calm,Dark-Orange
LCV,5420,2023-06-04,2024-05-20,351,24655,city,medium,112.32672866817222,35.95960314682831,3797,9,40.59666917848317,Diesel,aggressive,Red
Sedan,3116,2023-10-25,2024-01-20,87,13727,city,light,128.1674999940659,48.73753410274407,3492,37,36.04117154266498,Petrol,aggressive,Yellow
SUV,5790,2024-06-19,2024-08-05,47,5853,mixed,medium,119.73674857030338,98.93157569973083,2046,25,32.76469377243731,Diesel,aggressive,Light-Green
SUV,4632,2024-01-14,2024-07-11,179,31384,offroad,light,91.78333669258438,77.49453377032701,3055,33,41.36929502806409,Petrol,aggressive,Orange
SUV,3139,2024-10-12,2024-12-22,71,14133,mixed,medium,103.65733477288472,61.43035150849223,1340,13,38.209472565802656,Diesel,calm,Light-Green
Truck,4023,2024-05-04,2024-05-08,4,598,offroad,light,96.78677547354789,98.78231538941615,2776,13,33.7361013008214,Diesel,calm,Green
SUV,4928,2023-06-19,2024-02-10,236,35746,mixed,heavy,81.927228068151,47.880033074923,3296,26,40.072068790505895,CNG,calm,Orange
Truck,3234,2024-07-30,2024-12-17,140,4786,city,medium,118.24452494908448,59.004633435070986,1437,13,28.617673377233476,Diesel,aggressive,Yellow
Truck,6939,2023-11-19,2024-07-28,252,5204,offroad,heavy,76.95094538256066,88.67610445254385,1230,13,33.19923372301487,Diesel,calm,Orange
Hatchback,7714,2023-03-29,2024-04-27,395,69255,city,light,128.94579535138988,44.05653698246895,3557,27,43.09972072194594,Petrol,aggressive,Red
Sedan,5778,2024-04-30,2024-08-15,107,2211,offroad,heavy,77.93224720125599,79.78590790065869,3629,28,26.388384532071235,Diesel,aggressive,Orange
Truck,1708,2024-10-07,2024-10-27,20,1653,highway,medium,73.83652751815634,70.81738392005917,2680,13,36.77012906745027,Diesel,aggressive,Green
Sedan,2361,2024-06-20,2024-08-19,60,7358,highway,heavy,127.66529198762885,73.94835299725561,3973,24,41.452979571207365,Petrol,aggressive,Yellow
Hatchback,6152,2024-02-06,2024-12-20,318,63514,city,medium,111.55525128875382,64.14633267986524,2759,25,41.963405280012836,Petrol,normal,Dark-Orange
Hatchback,6837,2024-03-04,2024-12-07,278,25499,highway,heavy,126.88391367898885,49.18050899080683,1910,33,13.304477526188325,Petrol,normal,Dark-Orange
Bus,6830,2023-11-23,2024-01-20,58,6558,highway,heavy,129.87303107426405,48.946254237366695,3053,20,34.73742956166409,Diesel,aggressive,Yellow
Bus,6586,2023-04-24,2024-04-15,357,44663,mixed,medium,92.67149615734785,35.14196295216717,2232,22,40.50485705045826,Petrol,normal,Red
Sedan,5399,2024-10-05,2024-11-26,52,10247,mixed,light,105.42545638393841,57.88848410625823,3804,6,34.75838007094161,CNG,calm,Light-Green
Bus,7715,2024-08-26,2024-12-19,115,1556,highway,heavy,127.21270635365862,21.448307778767663,3147,28,19.223713526431037,Petrol,aggressive,Orange
Truck,5508,2024-04-10,2024-11-22,226,35664,city,heavy,70.7738518329096,89.45448485745322,2868,28,41.106316208953466,Petrol,aggressive,Orange
SUV,5947,2024-03-17,2024-06-22,97,5008,city,heavy,77.32160760201475,35.26601871825587,1603,14,37.68011262714909,CNG,calm,Yellow
Hatchback,4363,2024-03-14,2024-05-19,66,4818,offroad,heavy,120.71904994015091,32.5368206959294,1512,18,40.943593338988904,Petrol,calm,Yellow
Hatchback,5388,2024-08-26,2024-12-08,104,19616,city,light,122.9761010506331,56.90732986276498,1308,19,17.252782781850883,Diesel,aggressive,Yellow
Bus,4719,2023-05-31,2024-06-19,385,11894,offroad,light,105.89741327360193,79.23967870736652,2325,18,13.181659300028223,CNG,normal,Red
Truck,3205,2024-01-20,2024-04-26,97,19219,offroad,medium,103.63689189490165,74.6412595133633,2290,36,15.927305579357856,Diesel,normal,Yellow
Truck,2782,2023-10-24,2024-09-11,323,6650,highway,light,94.7333290941163,28.201715302379196,2789,11,16.376719086900998,Petrol,calm,Dark-Orange
Hatchback,3428,2024-01-10,2024-06-28,170,26712,highway,light,87.1013513645763,63.72536495360701,2414,31,23.96782237840212,CNG,aggressive,Yellow
Sedan,6215,2023-04-11,2024-03-24,348,65070,mixed,light,78.21008701932925,49.41472869026289,2845,27,13.079629252934101,Petrol,calm,Red
Sedan,5127,2023-11-30,2024-01-07,38,736,highway,medium,73.6443816139821,71.29577734779596,2072,36,20.77853939167047,Petrol,aggressive,Light-Green
Bus,4840,2023-09-02,2024-03-15,195,9136,highway,medium,91.13957434299236,57.71115233670342,2181,13,36.93431515743332,CNG,normal,Orange
SUV,4647,2024-02-05,2024-06-23,139,13817,highway,light,77.52331754927854,63.11487745304441,1976,37,43.74614047972864,Diesel,aggressive,Yellow
LCV,6586,2023-07-21,2024-02-07,201,39092,offroad,medium,120.15669145665274,76.72750125068218,2294,31,25.169676305421667,CNG,calm,Orange
SUV,6124,2023-10-21,2024-04-11,173,14558,mixed,heavy,112.83652217710437,55.12615411537577,2972,10,44.904926616755255,CNG,calm,Yellow
LCV,6355,2023-08-04,2024-06-27,328,40607,city,heavy,129.1871936607751,51.13983206120576,2631,34,18.837643960892947,Petrol,aggressive,Red
SUV,5306,2024-04-09,2024-09-22,166,6760,city,medium,101.07763626618076,78.77109996716214,3511,37,15.345228232909651,Diesel,normal,Yellow
Bus,6404,2023-12-26,2024-03-28,93,3623,mixed,heavy,85.58562454322669,84.28222924762767,2503,37,17.961338484954428,CNG,aggressive,Yellow
SUV,1219,2022-12-13,2024-01-17,400,63890,highway,light,125.45205109606198,42.77933637927561,3927,36,21.2812034845334,Petrol,aggressive,Red
Truck,2664,2023-10-26,2024-01-22,88,15575,mixed,medium,92.51908160642587,67.4109226107064,3229,8,11.785240439059015,Petrol,normal,Light-Green
Truck,6457,2024-04-17,2024-05-18,31,4779,offroad,heavy,84.27134803254432,43.278369796949924,2159,23,17.124730654027424,CNG,aggressive,Yellow
LCV,2327,2024-03-13,2024-05-14,62,5496,mixed,heavy,108.19773031951738,74.79885355859669,1962,16,36.24227134585857,CNG,normal,Light-Green
Bus,2342,2023-11-09,2024-09-09,305,22250,offroad,light,95.06189567894987,29.542924378557302,3689,11,26.662866769845866,CNG,calm,Red
Bus,6397,2023-12-01,2024-03-28,118,10408,city,light,116.85230476726824,60.28312712200365,2963,40,24.40805123800333,Diesel,normal,Yellow
Hatchback,7675,2023-07-18,2024-03-16,242,8282,city,light,116.46670806254073,37.88869590666004,3839,35,28.076893192414396,CNG,normal,Dark-Orange
LCV,2595,2023-07-28,2024-05-05,282,6132,highway,light,123.3171804646789,85.97978333591786,1279,22,35.37174644407214,CNG,normal,Dark-Orange
Hatchback,2722,2023-07-29,2024-01-25,180,17316,highway,medium,107.41690673889138,34.80943389726563,2818,28,15.273084647612055,CNG,aggressive,Yellow
Truck,2064,2023-08-11,2024-05-03,266,13289,mixed,medium,102.76307826409726,77.88081407746216,3725,15,35.358535904118,Diesel,calm,Orange
SUV,3295,2024-05-02,2024-12-11,223,28309,offroad,medium,118.80560913061146,95.15024452302357,2218,12,43.41266450115672,CNG,calm,Orange
LCV,4720,2023-11-06,2024-03-13,128,20207,mixed,heavy,112.01255822190413,27.01173005968535,2798,8,13.298890958192032,Diesel,aggressive,Orange
SUV,4437,2024-04-26,2024-12-27,245,8067,offroad,light,103.26928973148242,70.89026570364639,1562,34,10.610510755600007,CNG,aggressive,Orange
Bus,3008,2023-10-22,2024-02-07,108,4598,offroad,medium,99.60544833674784,39.50820217175324,2418,26,41.14785756876442,Petrol,calm,Yellow
Bus,2952,2024-07-08,2024-11-26,141,27482,highway,heavy,84.37487476028303,45.897159099012114,3698,33,41.63190172642289,Petrol,normal,Yellow
Sedan,7390,2024-08-20,2024-09-13,24,4712,offroad,medium,100.63168136014794,75.61112732077513,3131,12,41.41739051497224,Petrol,calm,Green
Truck,1934,2024-07-03,2024-08-20,48,9594,city,light,95.04554162399577,95.43424885789177,1447,17,38.789247151068636,CNG,normal,Light-Green
LCV,2824,2024-05-05,2024-09-02,120,5151,highway,light,103.36428394508106,83.81720000142312,1788,30,12.61728473456916,Petrol,aggressive,Yellow
Bus,1446,2024-03-11,2024-12-25,289,52389,city,light,83.57833752073918,78.76171499492963,2262,34,14.029144149528678,Petrol,aggressive,Dark-Orange
Truck,1705,2024-06-11,2024-08-15,65,4039,highway,light,123.25182651654335,27.595811056994215,2796,37,26.29886995587294,Petrol,aggressive,Yellow
Bus,7524,2023-07-17,2024-02-07,205,11089,offroad,medium,79.88865986389065,82.71000181410659,1672,36,14.928210364524606,Diesel,calm,Orange
Truck,1548,2023-12-23,2024-05-17,146,23399,highway,light,99.08900330542053,94.51458914720114,3686,39,37.26722302261978,Diesel,aggressive,Yellow
LCV,5826,2024-02-08,2024-11-19,285,52762,highway,heavy,104.7018295729678,21.657515509762398,3002,12,20.78429431945253,Petrol,aggressive,Red
Truck,6634,2024-06-08,2024-11-07,152,7376,highway,medium,78.46269128355446,33.87343456636203,1626,19,27.494227219176672,Diesel,calm,Yellow
SUV,3819,2023-05-18,2024-04-19,337,10534,mixed,medium,111.96762274874281,68.98415093743553,1318,15,18.18815906631783,Diesel,aggressive,Red
Truck,3753,2024-10-01,2024-10-10,9,724,highway,heavy,76.18032575942136,35.83260606708854,3049,7,32.56151168703345,CNG,normal,Light-Green
Hatchback,6763,2023-07-28,2024-03-24,240,22258,highway,medium,76.56456491584039,59.5494604334968,2991,31,24.116932024499636,CNG,calm,Orange
LCV,7549,2023-06-14,2024-06-12,364,12443,mixed,medium,103.95634588032372,65.21652212947475,1389,13,39.64827326383242,Diesel,calm,Red
LCV,6731,2024-03-06,2024-12-27,296,13143,mixed,heavy,92.83262011762638,32.185626984625095,1424,33,16.093897125418763,CNG,normal,Dark-Orange
Bus,3972,2023-11-12,2024-03-23,132,18474,mixed,light,83.96602231111729,32.29357916465161,3134,29,42.349421970649416,CNG,calm,Yellow
